LICENSE PLATE,VIN,MAKE,MODEL,COVERAGE VALID FROM,COVERAGE VALID TO,COUNTRY
,LGXCE4CB1P2146394,BYD,ATTO 3,9/11/2023,8/11/2027,DE
,LGXCE4CB1P2146377,BYD,ATTO 3,2/11/2023,1/11/2027,DE
,LGXCE4CB1P2146363,BYD,ATTO 3,1/11/2023,31/10/2027,DE
,LGXCE4CB1P2099741,BYD,ATTO 3,22/12/2023,21/12/2027,UK
,LGXCE4CB1P2099738,BYD,ATTO 3,31/03/2024,30/03/2028,UK
,LGXCE4CB1P2099724,BYD,ATTO 3,12/3/2024,11/3/2028,UK
,LGXCE4CB1P2099707,BYD,ATTO 3,8/12/2023,7/12/2027,UK
,LGXCE4CB1P2099691,BYD,ATTO 3,8/1/2024,7/1/2028,UK
,LGXCE4CB1P2099688,BYD,ATTO 3,1/3/2024,29/02/2028,UK
,LGXCE4CB1P2099108,BYD,ATTO 3,12/1/2024,11/1/2028,UK
,LGXCE4CB1P2099089,BYD,ATTO 3,18/03/2024,17/03/2028,UK
,LGXCE4CB1P2099075,BYD,ATTO 3,29/03/2024,28/03/2028,UK
,LGXCE4CB1P2099061,BYD,ATTO 3,24/08/2023,23/08/2027,UK
,LGXCE4CB1P2099044,BYD,ATTO 3,27/12/2023,26/12/2027,UK
,LGXCE4CB1P2099013,BYD,ATTO 3,20/12/2023,19/12/2027,UK
,LGXCE4CB1P2098993,BYD,ATTO 3,22/12/2023,21/12/2027,UK
,LGXCE4CB1P2098086,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2097830,BYD,ATTO 3,27/02/2024,26/02/2028,UK
,LGXCE4CB1P2097827,BYD,ATTO 3,18/09/2023,17/09/2027,UK
,LGXCE4CB1P2097794,BYD,ATTO 3,8/1/2024,7/1/2028,UK
,LGXCE4CB1P2097780,BYD,ATTO 3,10/2/2024,9/2/2028,UK
,LGXCE4CB1P2097777,BYD,ATTO 3,4/3/2024,3/3/2028,UK
,LGXCE4CB1P2096998,BYD,ATTO 3,6/3/2024,5/3/2028,BE
,LGXCE4CB1P2096984,BYD,ATTO 3,17/01/2024,16/01/2028,BE
,LGXCE4CB1P2096970,BYD,ATTO 3,21/06/2024,20/06/2028,BE
,LGXCE4CB1P2096967,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2096953,BYD,ATTO 3,21/02/2024,20/02/2028,BE
,LGXCE4CB1P2096936,BYD,ATTO 3,7/3/2024,6/3/2028,BE
,LGXCE4CB1P2096922,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2096919,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2096905,BYD,ATTO 3,6/3/2024,5/3/2028,BE
,LGXCE4CB1P2095334,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2095320,BYD,ATTO 3,1/11/2023,31/10/2027,DE
,LGXCE4CB1P2095303,BYD,ATTO 3,16/02/2024,15/02/2028,BE
,LGXCE4CB1P2095298,BYD,ATTO 3,22/03/2024,21/03/2028,BE
,LGXCE4CB1P2095284,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2095270,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2095267,BYD,ATTO 3,21/02/2024,20/02/2028,BE
,LGXCE4CB1P2095253,BYD,ATTO 3,16/02/2024,15/02/2028,BE
,LGXCE4CB1P2094622,BYD,ATTO 3,1/11/2023,31/10/2027,DE
,LGXCE4CB1P2094605,BYD,ATTO 3,3/11/2023,2/11/2027,DE
,LGXCE4CB1P2094586,BYD,ATTO 3,2/11/2023,1/11/2027,DE
,LGXCE4CB1P2094572,BYD,ATTO 3,22/11/2023,21/11/2027,DE
,LGXCE4CB1P2094569,BYD,ATTO 3,27/10/2023,26/10/2027,DE
,LGXCE4CB1P2094555,BYD,ATTO 3,1/12/2023,30/11/2027,DE
,LGXCE4CB1P2094541,BYD,ATTO 3,13/11/2023,12/11/2027,DE
,LGXCE4CB1P2090263,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2090246,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2090232,BYD,ATTO 3,4/1/2024,3/1/2028,DE
,LGXCE4CB1P2090229,BYD,ATTO 3,22/04/2024,21/04/2028,DK
,LGXCE4CB1P2090215,BYD,ATTO 3,17/01/2024,16/01/2028,BE
,LGXCE4CB1P2090201,BYD,ATTO 3,19/04/2024,18/04/2028,BE
,LGXCE4CB1P2090196,BYD,ATTO 3,15/01/2024,14/01/2028,BE
,LGXCE4CB1P2088996,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2088982,BYD,ATTO 3,13/10/2023,12/10/2027,DE
,LGXCE4CB1P2088965,BYD,ATTO 3,24/10/2023,23/10/2027,DE
,LGXCE4CB1P2088948,BYD,ATTO 3,26/02/2024,25/02/2028,HU
,LGXCE4CB1P2088934,BYD,ATTO 3,21/02/2024,20/02/2028,HU
,LGXCE4CB1P2088917,BYD,ATTO 3,13/10/2023,12/10/2027,DE
,LGXCE4CB1P2088903,BYD,ATTO 3,13/10/2023,12/10/2027,DE
,LGXCE4CB1P2088738,BYD,ATTO 3,11/12/2023,10/12/2027,HU
,LGXCE4CB1P2088724,BYD,ATTO 3,6/10/2023,5/10/2027,DE
,LGXCE4CB1P2088707,BYD,ATTO 3,14/09/2023,13/09/2027,DE
,LGXCE4CB1P2088691,BYD,ATTO 3,13/09/2023,12/9/2027,FR
,LGXCE4CB1P2087363,BYD,ATTO 3,2/10/2023,1/10/2027,SE
,LGXCE4CB1P2087346,BYD,ATTO 3,23/10/2023,22/10/2027,DE
,LGXCE4CB1P2087332,BYD,ATTO 3,2/10/2023,1/10/2027,SE
,LGXCE4CB1P2087329,BYD,ATTO 3,5/10/2023,4/10/2027,SE
,LGXCE4CB1P2087315,BYD,ATTO 3,31/10/2023,30/10/2027,DE
,LGXCE4CB1P2087301,BYD,ATTO 3,31/10/2023,30/10/2027,DE
,LGXCE4CB1P2087296,BYD,ATTO 3,6/10/2023,5/10/2027,SE
,LGXCE4CB1P2087279,BYD,ATTO 3,19/10/2023,18/10/2027,DE
,LGXCE4CB1P2087265,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2087248,BYD,ATTO 3,29/01/2024,28/01/2028,FR
,LGXCE4CB1P2087220,BYD,ATTO 3,4/10/2023,3/10/2027,SE
,LGXCE4CB1P2087217,BYD,ATTO 3,20/09/2023,19/09/2027,DE
,LGXCE4CB1P2087198,BYD,ATTO 3,29/09/2023,28/09/2027,DE
,LGXCE4CB1P2087184,BYD,ATTO 3,28/09/2023,27/09/2027,DE
,LGXCE4CB1P2087170,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2087167,BYD,ATTO 3,6/10/2023,5/10/2027,SE
,LGXCE4CB1P2087136,BYD,ATTO 3,22/09/2023,21/09/2027,DE
,LGXCE4CB1P2087122,BYD,ATTO 3,19/10/2023,18/10/2027,DE
,LGXCE4CB1P2087072,BYD,ATTO 3,6/10/2023,5/10/2027,SE
,LGXCE4CB1P2087069,BYD,ATTO 3,22/09/2023,21/09/2027,DE
,LGXCE4CB1P2087041,BYD,ATTO 3,29/09/2023,28/09/2027,DE
,LGXCE4CB1P2087038,BYD,ATTO 3,29/09/2023,28/09/2027,DE
,LGXCE4CB1P2087024,BYD,ATTO 3,10/10/2023,9/10/2027,DE
,LGXCE4CB1P2078856,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2078842,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2078839,BYD,ATTO 3,25/01/2024,24/01/2028,FR
,LGXCE4CB1P2078825,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2078811,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2078808,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2078792,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2078775,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2078761,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2078758,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2078744,BYD,ATTO 3,18/01/2024,17/01/2028,FR
,LGXCE4CB1P2078730,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2078727,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2078713,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2077820,BYD,ATTO 3,30/04/2024,29/04/2028,UK
,LGXCE4CB1P2076377,BYD,ATTO 3,13/03/2024,12/3/2028,UK
,LGXCE4CB1P2076363,BYD,ATTO 3,20/03/2024,19/03/2028,UK
,LGXCE4CB1P2076315,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2076301,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2076282,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2076279,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2076265,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2076251,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2076248,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2076234,BYD,ATTO 3,29/09/2023,28/09/2027,DE
,LGXCE4CB1P2076220,BYD,ATTO 3,28/09/2023,27/09/2027,DE
,LGXCE4CB1P2076217,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2076198,BYD,ATTO 3,22/09/2023,21/09/2027,DE
,LGXCE4CB1P2076184,BYD,ATTO 3,18/08/2023,17/08/2027,BE
,LGXCE4CB1P2075357,BYD,ATTO 3,6/2/2024,5/2/2028,UK
,LGXCE4CB1P2075312,BYD,ATTO 3,25/03/2024,24/03/2028,UK
,LGXCE4CB1P2075276,BYD,ATTO 3,25/03/2024,24/03/2028,UK
,LGXCE4CB1P2075259,BYD,ATTO 3,11/3/2024,10/3/2028,UK
,LGXCE4CB1P2075245,BYD,ATTO 3,13/02/2024,12/2/2028,UK
,LGXCE4CB1P2075231,BYD,ATTO 3,26/03/2024,25/03/2028,UK
,LGXCE4CB1P2075200,BYD,ATTO 3,1/3/2024,29/02/2028,UK
,LGXCE4CB1P2075195,BYD,ATTO 3,6/3/2024,5/3/2028,UK
,LGXCE4CB1P2073284,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2073222,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2073205,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2073172,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2073169,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2073155,BYD,ATTO 3,15/12/2023,14/12/2027,UK
,LGXCE4CB1P2073141,BYD,ATTO 3,25/08/2023,24/08/2027,IE
,LGXCE4CB1P2073138,BYD,ATTO 3,18/01/2024,17/01/2028,IE
,LGXCE4CB1P2073124,BYD,ATTO 3,27/09/2023,26/09/2027,IE
,LGXCE4CB1P2073110,BYD,ATTO 3,8/12/2023,7/12/2027,UK
,LGXCE4CB1P2073107,BYD,ATTO 3,29/08/2023,28/08/2027,IE
,LGXCE4CB1P2073091,BYD,ATTO 3,31/07/2023,30/07/2027,IE
,LGXCE4CB1P2073074,BYD,ATTO 3,29/11/2023,28/11/2027,IE
,LGXCE4CB1P2072183,BYD,ATTO 3,21/03/2024,20/03/2028,UK
,LGXCE4CB1P2071910,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2071907,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2071891,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2071888,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2071860,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2071857,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2071843,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2071826,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2071812,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2071180,BYD,ATTO 3,19/03/2024,18/03/2028,UK
,LGXCE4CB1P2071177,BYD,ATTO 3,25/07/2023,24/07/2027,IE
,LGXCE4CB1P2071163,BYD,ATTO 3,28/07/2023,27/07/2027,IE
,LGXCE4CB1P2071146,BYD,ATTO 3,21/08/2023,20/08/2027,IE
,LGXCE4CB1P2071132,BYD,ATTO 3,25/08/2023,24/08/2027,IE
,LGXCE4CB1P2071129,BYD,ATTO 3,22/02/2024,21/02/2028,UK
,LGXCE4CB1P2071096,BYD,ATTO 3,11/3/2024,10/3/2028,IE
,LGXCE4CB1P2071082,BYD,ATTO 3,29/08/2023,28/08/2027,IE
,LGXCE4CB1P2071079,BYD,ATTO 3,3/1/2024,2/1/2028,IE
,LGXCE4CB1P2071065,BYD,ATTO 3,28/12/2023,27/12/2027,UK
,LGXCE4CB1P2071051,BYD,ATTO 3,26/03/2024,25/03/2028,IE
,LGXCE4CB1P2071048,BYD,ATTO 3,16/10/2023,15/10/2027,IE
,LGXCE4CB1P2071034,BYD,ATTO 3,25/03/2024,24/03/2028,UK
,LGXCE4CB1P2071020,BYD,ATTO 3,31/07/2023,30/07/2027,IE
,LGXCE4CB1P2071017,BYD,ATTO 3,13/11/2023,12/11/2027,UK
,LGXCE4CB1P2071003,BYD,ATTO 3,5/9/2023,4/9/2027,IE
,LGXCE4CB1P2070997,BYD,ATTO 3,15/08/2023,14/08/2027,IE
,LGXCE4CB1P2070904,BYD,ATTO 3,27/10/2023,26/10/2027,DE
,LGXCE4CB1P2070871,BYD,ATTO 3,29/09/2023,28/09/2027,DE
,LGXCE4CB1P2070854,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2070840,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2070837,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2070823,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2070806,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2070790,BYD,ATTO 3,5/10/2023,4/10/2027,SE
,LGXCE4CB1P2070787,BYD,ATTO 3,13/06/2024,12/6/2028,AT
,LGXCE4CB1P2070191,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2070062,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2070059,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2070045,BYD,ATTO 3,30/01/2024,29/01/2028,FR
,LGXCE4CB1P2070031,BYD,ATTO 3,3/7/2023,2/7/2027,IE
,LGXCE4CB1P2070014,BYD,ATTO 3,26/07/2023,25/07/2027,IE
,LGXCE4CB1P2070000,BYD,ATTO 3,16/08/2023,15/08/2027,IE
,LGXCE4CB1P2069994,BYD,ATTO 3,31/07/2023,30/07/2027,IE
,LGXCE4CB1P2069980,BYD,ATTO 3,27/11/2023,26/11/2027,ES
,LGXCE4CB1P2069977,BYD,ATTO 3,14/11/2023,13/11/2027,UK
,LGXCE4CB1P2069946,BYD,ATTO 3,25/08/2023,24/08/2027,IE
,LGXCE4CB1P2069932,BYD,ATTO 3,29/01/2024,28/01/2028,IE
,LGXCE4CB1P2069915,BYD,ATTO 3,31/07/2023,30/07/2027,IE
,LGXCE4CB1P2069896,BYD,ATTO 3,31/07/2023,30/07/2027,IE
,LGXCE4CB1P2069882,BYD,ATTO 3,24/07/2023,23/07/2027,IE
,LGXCE4CB1P2069879,BYD,ATTO 3,2/3/2024,1/3/2028,UK
,LGXCE4CB1P2069865,BYD,ATTO 3,9/1/2024,8/1/2028,UK
,LGXCE4CB1P2069848,BYD,ATTO 3,13/10/2023,12/10/2027,UK
,LGXCE4CB1P2069834,BYD,ATTO 3,12/1/2024,11/1/2028,UK
,LGXCE4CB1P2069820,BYD,ATTO 3,22/02/2024,21/02/2028,UK
,LGXCE4CB1P2069803,BYD,ATTO 3,8/12/2023,7/12/2027,UK
,LGXCE4CB1P2069798,BYD,ATTO 3,30/08/2023,29/08/2027,IE
,LGXCE4CB1P2069784,BYD,ATTO 3,14/03/2024,13/03/2028,UK
,LGXCE4CB1P2069770,BYD,ATTO 3,27/11/2023,26/11/2027,UK
,LGXCE4CB1P2069767,BYD,ATTO 3,8/2/2024,7/2/2028,UK
,LGXCE4CB1P2068750,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2068747,BYD,ATTO 3,3/3/2023,2/3/2027,ES
,LGXCE4CB1P2068733,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2068716,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2065329,BYD,ATTO 3,19/12/2023,18/12/2027,DE
,LGXCE4CB1P2065315,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2065301,BYD,ATTO 3,5/10/2023,4/10/2027,AT
,LGXCE4CB1P2065296,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2065265,BYD,ATTO 3,23/06/2023,22/06/2027,AT
,LGXCE4CB1P2065251,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2065220,BYD,ATTO 3,10/4/2024,9/4/2028,HU
,LGXCE4CB1P2065217,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2065203,BYD,ATTO 3,12/12/2023,11/12/2027,DE
,LGXCE4CB1P2065198,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2065184,BYD,ATTO 3,1/12/2023,30/11/2027,IT
,LGXCE4CB1P2064066,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2064021,BYD,ATTO 3,19/10/2023,18/10/2027,DE
,LGXCE4CB1P2064018,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2063998,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2063984,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2063936,BYD,ATTO 3,10/11/2023,9/11/2027,DE
,LGXCE4CB1P2063922,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2063919,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2056792,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2056789,BYD,ATTO 3,13/09/2023,12/9/2027,DE
,LGXCE4CB1P2053875,BYD,ATTO 3,15/12/2023,14/12/2027,UK
,LGXCE4CB1P2053844,BYD,ATTO 3,14/12/2023,13/12/2027,UK
,LGXCE4CB1P2053827,BYD,ATTO 3,28/02/2024,27/02/2028,UK
,LGXCE4CB1P2053813,BYD,ATTO 3,6/1/2024,5/1/2028,UK
,LGXCE4CB1P2053780,BYD,ATTO 3,4/6/2024,3/6/2028,UK
,LGXCE4CB1P2053746,BYD,ATTO 3,1/3/2024,29/02/2028,UK
,LGXCE4CB1P2053696,BYD,ATTO 3,14/03/2024,13/03/2028,UK
,LGXCE4CB1P2053682,BYD,ATTO 3,16/02/2024,15/02/2028,UK
,LGXCE4CB1P2053679,BYD,ATTO 3,30/11/2023,29/11/2027,UK
,LGXCE4CB1P2053665,BYD,ATTO 3,22/12/2023,21/12/2027,UK
,LGXCE4CB1P2053651,BYD,ATTO 3,16/02/2024,15/02/2028,UK
,LGXCE4CB1P2053648,BYD,ATTO 3,21/02/2024,20/02/2028,UK
,LGXCE4CB1P2053634,BYD,ATTO 3,19/07/2023,18/07/2027,UK
,LGXCE4CB1P2053620,BYD,ATTO 3,25/10/2023,24/10/2027,UK
,LGXCE4CB1P2047476,BYD,ATTO 3,4/11/2023,3/11/2027,IT
,LGXCE4CB1P2045887,BYD,ATTO 3,29/11/2023,28/11/2027,DE
,LGXCE4CB1P2045873,BYD,ATTO 3,13/11/2023,12/11/2027,DE
,LGXCE4CB1P2045856,BYD,ATTO 3,18/12/2023,17/12/2027,DE
,LGXCE4CB1P2045825,BYD,ATTO 3,2/2/2024,1/2/2028,AT
,LGXCE4CB1P2045811,BYD,ATTO 3,9/11/2023,8/11/2027,DE
,LGXCE4CB1P2045789,BYD,ATTO 3,28/09/2023,27/09/2027,UK
,LGXCE4CB1P2045775,BYD,ATTO 3,12/10/2023,11/10/2027,UK
,LGXCE4CB1P2045761,BYD,ATTO 3,22/03/2024,21/03/2028,UK
,LGXCE4CB1P2045758,BYD,ATTO 3,30/11/2023,29/11/2027,UK
,LGXCE4CB1P2045744,BYD,ATTO 3,7/12/2023,6/12/2027,UK
,LGXCE4CB1P2045730,BYD,ATTO 3,11/3/2024,10/3/2028,UK
,LGXCE4CB1P2045727,BYD,ATTO 3,9/11/2023,8/11/2027,UK
,LGXCE4CB1P2045713,BYD,ATTO 3,29/03/2024,28/03/2028,UK
,LGXCE4CB1P2045694,BYD,ATTO 3,30/11/2023,29/11/2027,UK
,LGXCE4CB1P2045680,BYD,ATTO 3,31/01/2024,30/01/2028,UK
,LGXCE4CB1P2045677,BYD,ATTO 3,28/02/2024,27/02/2028,UK
,LGXCE4CB1P2045663,BYD,ATTO 3,14/11/2023,13/11/2027,UK
,LGXCE4CB1P2045646,BYD,ATTO 3,25/01/2024,24/01/2028,UK
,LGXCE4CB1P2045632,BYD,ATTO 3,1/3/2024,29/02/2028,UK
,LGXCE4CB1P2045629,BYD,ATTO 3,20/02/2024,19/02/2028,UK
,LGXCE4CB1P2045601,BYD,ATTO 3,26/10/2023,25/10/2027,UK
,LGXCE4CB1P2045596,BYD,ATTO 3,26/01/2024,25/01/2028,UK
,LGXCE4CB1P2045582,BYD,ATTO 3,16/11/2023,15/11/2027,UK
,LGXCE4CB1P2045565,BYD,ATTO 3,30/11/2023,29/11/2027,UK
,LGXCE4CB1P2034680,BYD,ATTO 3,28/03/2024,27/03/2028,AT
,LGXCE4CB1P2034677,BYD,ATTO 3,2/7/2024,1/7/2028,NL
,LGXCE4CB1P2034629,BYD,ATTO 3,7/11/2023,6/11/2027,NL
,LGXCE4CB1P2034615,BYD,ATTO 3,24/11/2023,23/11/2027,DE
,LGXCE4CB1P2034601,BYD,ATTO 3,22/09/2023,21/09/2027,DE
,LGXCE4CB1P2034596,BYD,ATTO 3,16/11/2023,15/11/2027,NL
,LGXCE4CB1P2034582,BYD,ATTO 3,10/5/2024,9/5/2028,NL
,LGXCE4CB1P2034579,BYD,ATTO 3,18/07/2023,17/07/2027,NL
,LGXCE4CB1P2034565,BYD,ATTO 3,29/11/2023,28/11/2027,NL
,LGXCE4CB1P2034548,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB1P2034534,BYD,ATTO 3,12/7/2023,11/7/2027,NL
,LGXCE4CB1P2034517,BYD,ATTO 3,24/10/2023,23/10/2027,NL
,LGXCE4CB1P2034503,BYD,ATTO 3,14/07/2023,13/07/2027,NL
,LGXCE4CB1P2033027,BYD,ATTO 3,15/11/2023,14/11/2027,DE
,LGXCE4CB1P2033013,BYD,ATTO 3,13/09/2023,12/9/2027,NL
,LGXCE4CB1P2032993,BYD,ATTO 3,7/8/2023,6/8/2027,NL
,LGXCE4CB1P2032976,BYD,ATTO 3,27/10/2023,26/10/2027,DE
,LGXCE4CB1P2032962,BYD,ATTO 3,13/09/2023,12/9/2027,DE
,LGXCE4CB1P2032959,BYD,ATTO 3,23/06/2023,22/06/2027,NL
,LGXCE4CB1P2032900,BYD,ATTO 3,19/12/2023,18/12/2027,DE
,LGXCE4CB1P2032881,BYD,ATTO 3,28/04/2023,27/04/2027,AT
,LGXCE4CB1P2032864,BYD,ATTO 3,13/06/2024,12/6/2028,NL
,LGXCE4CB1P2032847,BYD,ATTO 3,13/10/2023,12/10/2027,DE
,LGXCE4CB1P2032816,BYD,ATTO 3,6/11/2023,5/11/2027,DE
,LGXCE4CB1P2032802,BYD,ATTO 3,24/10/2023,23/10/2027,DE
,LGXCE4CB1P2032797,BYD,ATTO 3,22/09/2023,21/09/2027,DE
,LGXCE4CB1P2032783,BYD,ATTO 3,22/11/2023,21/11/2027,DE
,LGXCE4CB1P2032766,BYD,ATTO 3,21/11/2023,20/11/2027,DE
,LGXCE4CB1P2032752,BYD,ATTO 3,16/06/2023,15/06/2027,NL
,LGXCE4CB1P2032735,BYD,ATTO 3,14/11/2023,13/11/2027,DE
,LGXCE4CB1P2032721,BYD,ATTO 3,30/10/2023,29/10/2027,DE
,LGXCE4CB1P2032704,BYD,ATTO 3,30/10/2023,29/10/2027,DE
,LGXCE4CB1P2032685,BYD,ATTO 3,23/10/2023,22/10/2027,DE
,LGXCE4CB1P2032654,BYD,ATTO 3,27/10/2023,26/10/2027,DE
,LGXCE4CB1P2032590,BYD,ATTO 3,22/09/2023,21/09/2027,DE
,LGXCE4CB1P2032587,BYD,ATTO 3,12/12/2023,11/12/2027,DE
,LGXCE4CB1P2032573,BYD,ATTO 3,13/09/2023,12/9/2027,NL
,LGXCE4CB1P2032556,BYD,ATTO 3,27/11/2023,26/11/2027,DE
,LGXCE4CB1P2032542,BYD,ATTO 3,24/10/2023,23/10/2027,DE
,LGXCE4CB1P2032539,BYD,ATTO 3,16/12/2023,15/12/2027,DE
,LGXCE4CB1P2032525,BYD,ATTO 3,16/10/2023,15/10/2027,NL
,LGXCE4CB1P2032511,BYD,ATTO 3,14/12/2023,13/12/2027,SE
,LGXCE4CB1P2032508,BYD,ATTO 3,26/10/2023,25/10/2027,DE
,LGXCE4CB1P2032489,BYD,ATTO 3,16/06/2023,15/06/2027,NL
,LGXCE4CB1P2032475,BYD,ATTO 3,17/10/2023,16/10/2027,DE
,LGXCE4CB1P2032377,BYD,ATTO 3,18/01/2024,17/01/2028,NL
,LGXCE4CB1P2032346,BYD,ATTO 3,25/06/2024,24/06/2028,NL
,LGXCE4CB1P2029236,BYD,ATTO 3,3/7/2023,2/7/2027,IE
,LGXCE4CB1P2029222,BYD,ATTO 3,4/7/2023,3/7/2027,IE
,LGXCE4CB1P2029219,BYD,ATTO 3,13/06/2023,12/6/2027,IE
,LGXCE4CB1P2029205,BYD,ATTO 3,12/10/2023,11/10/2027,UK
,LGXCE4CB1P2029186,BYD,ATTO 3,12/5/2023,11/5/2027,UK
,LGXCE4CB1P2029172,BYD,ATTO 3,4/7/2023,3/7/2027,IE
,LGXCE4CB1P2029169,BYD,ATTO 3,15/01/2024,14/01/2028,UK
,LGXCE4CB1P2029155,BYD,ATTO 3,16/05/2023,15/05/2027,UK
,LGXCE4CB1P2029141,BYD,ATTO 3,26/01/2024,25/01/2028,UK
,LGXCE4CB1P2029138,BYD,ATTO 3,17/01/2024,16/01/2028,UK
,LGXCE4CB1P2029124,BYD,ATTO 3,5/7/2023,4/7/2027,IE
,LGXCE4CB1P2029110,BYD,ATTO 3,11/7/2023,10/7/2027,IE
,LGXCE4CB1P2028362,BYD,ATTO 3,19/01/2024,18/01/2028,NL
,LGXCE4CB1P2028314,BYD,ATTO 3,10/7/2024,9/7/2028,NL
,LGXCE4CB1P2028006,BYD,ATTO 3,26/07/2023,25/07/2027,IE
